Transaction_ID,Order Date,Delivery Date,Product ID,Product Name,Category,Warehouse,Region,Supplier ID,Supplier Name,Forecast Qty,Actual Demand Qty,Inventory On Hand,Reorder Point,Unit Cost,Lead Time Days,TransportationMode,SalesAmount,CustomerSegment,ForecastVersion
T01147,2025-05-22,2025-06-01,P1007,Chair,Furniture,Berlin Warehouse,NA,S07,Supplier G,427,518,799,248,709.27,10,Sea,465928.57,Retail,V3
T01148,2025-08-24,2025-09-23,P1005,Printer,Electronics,Hamburg WH,Europe,S03,Supplier C,416,403,281,255,548.02,25,Sea,268332.89,Wholesale,V2
T01149,2025-09-29,2025-10-14,P1002,Phone,Electronics,BERLIN WH,NA,S07,,910,854,703,369,520.78,8,Road,780469.9,Retail,V2
T01150,2024-06-20,2024-07-07,P1015,Lamp,Home,Hamburg WH,NA,S01,Supplier A,533,527,925,411,61.2,10,Road,41046.32,Wholesale,V2
T01151,2024-01-31,2024-02-15,P1002,Phone,electronics,BERLIN WH,N. America,S03,Supplier C,779,762,528,315,1119.1,15,Air,1105030.32,Retail,V3
T01152,2025-01-15,2025-01-18,P1006,Desk,Furniture,BERLIN WH,North America,S03,Supplier C,384,398,733,310,1130.24,5,Road,713160.51,Wholesale,V1
T01153,2025-04-21,2025-05-09,P1010,Mouse,Electronics,Hamburg WH,NA,S06,Supplier F,245,251,,269,1288.29,19,Road,510569.34,Retail,V3
T01154,2024-08-10,2024-09-17,P1002,Phone,Electronics,Berlin WH,north america,S05,Supplier E,773,673,,461,108.45,30,Road,125684.78,Wholesale,V3
T01155,2025-03-21,2025-03-27,P1006,Desk,Furniture,Hamburg WH,Europe,S06,Supplier F,355,354,419,251,1412.22,8,Air,566639.47,Wholesale,V2
T01156,2024-05-02,2024-05-26,P1002,Phone,Electronics,Munich WH,Europe,S08,Supplier H,586,612,602,237,314.75,21,Air,269168.48,Retail,V2
T01157,19/01/2024,30/01/2024,P1011,Router,Electronics,Hamburg WH,North America,S01,,650,589,648,386,767.57,11,Road,810097.36,Retail,V2
T01158,22/10/2025,2025-10-31,P1001,Laptop,Electronics,BERLIN WH,NA,S02,Supplier B,376,416,686,390,665.38,5,Sea,334879.13,Wholesale,V2
T01159,22/03/2024,2024-04-10,P1009,Keyboard,Electronics,Hamburg WH,NA,S06,Supplier F,623,573,311,402,1413.09,21,Road,1390373.08,Wholesale,V2
T01160,2025-10-18,2025-07-11,P1015,Lamp,Home,Berlin WH,N. America,S02,Supplier B,702,685,,341,838,21,Air,677538.73,Retail,V1
T01161,2024-04-17,2024-04-23,P1006,Desk,Furniture,Berlin Warehouse,NA,S07,Supplier G,462,510,432,265,51.13,7,Road,41878.21,Retail,V3
T01162,2024-02-23,2024-02-28,P1005,Printer,Electronics,Berlin WH,NA,S01,Supplier A,517,510,593,206,1453.85,3,Sea,1066928.31,Wholesale,V2
T01163,2025-12-16,31/12/2025,P1003,Tablet,Electronics,Berlin Warehouse,NA,S03,Supplier C,1034,910,521,448,1495.34,16,Air,1906750.8,Wholesale,V3
T01164,2025-04-02,2025-04-21,P1011,Router,Electronics,Munich WH,Europe,S02,Supplier B,503,575,630,417,930.83,18,Road,740754.57,Wholesale,V2
T01165,25/11/2024,2024-12-01,P1013,Sofa,Furniture,BERLIN WH,North America,S08,Supplier H,802,886,613,265,1035.41,4,Sea,1618387.11,Retail,V3
T01166,2025-10-24,2025-11-02,P1012,Camera,Electronics,Berlin WH,N. America,S04,Supplier D,489,596,549,189,816.42,4,Air,559275.04,Retail,V2
T01167,29/01/2025,2025-02-11,P1004,Headphones,Electronics,Munich WH,north america,S08,Supplier H,659,623,825,203,1454.04,12,Road,1449179.23,Wholesale,V2
T01168,26/12/2025,2025-12-31,P1008,Monitor,Electronics,Berlin Warehouse,NA,S03,Supplier C,764,903,901,408,801.7,5,Sea,860622,Wholesale,V3
T01169,2025-09-06,2025-06-15,P1004,Headphones,Electronics,Hamburg WH,N. America,S07,Supplier G,463,442,1334,246,34.87,4,Road,19055.88,Wholesale,V3
T01170,2025-10-25,2025-11-23,P1002,Phone,Electronics,Berlin WH,N. America,S03,Supplier C,550,577,696,386,648.07,30,Air,598405.64,Wholesale,V1
T01171,2024-09-30,2024-10-23,P1001,Laptop,Electronics,BERLIN WH,NA,S08,Supplier H,491,510,904,488,342.2,18,Air,309988.6,Retail,V2
T01172,17/03/2025,2025-08-04,P1004,Headphones,Electronics,Munich WH,NA,S03,Supplier C,372,460,465,353,348.23,18,Air,263718.66,Wholesale,V2
T01173,13/01/2025,2025-01-31,P1002,Phone,Electronic,Berlin Warehouse,NA,S01,Supplier A,389,467,696,482,1215.29,14,Air,930784.09,Wholesale,V1
T01174,2025-08-31,2025-09-14,P1005,Printer,Electronics,Berlin WH,N. America,S08,Supplier H,733,659,734,415,1271.36,15,Air,1390253.26,Retail,V1
T01175,24/02/2024,2024-03-06,P1015,Lamp,Home,Berlin WH,north america,S01,Supplier A,352,310,712,444,1096.2,10,Air,607103.16,Wholesale,V1
T01176,2025-09-27,2025-10-10,P1012,Camera,Electronics,Berlin Warehouse,NA,S07,Supplier G,571,646,560,350,1192.96,14,Sea,948545.73,Retail,V1
T01177,2024-07-27,2024-05-08,P1006,Desk,Furniture,Berlin WH,N. America,S05,Supplier E,637,624,598,455,1354.41,11,Road,1477608.62,Wholesale,V3
T01178,2024-11-08,2024-11-28,P1014,Shelf,Furniture,Berlin WH,N. America,S04,,1149,995,-20,237,700.71,12,Air,1063157,Wholesale,V2
T01179,2024-05-25,2024-06-04,P1001,Laptop,Electronics,Berlin Warehouse,NA,S08,Supplier H,667,562,567,369,417.53,12,Air,339395.33,Retail,V3
T01180,2024-10-01,28/01/2024,P1010,Mouse,Electronics,Hamburg WH,N. America,S06,Supplier F,514,514,490,392,233.77,20,Sea,169355.94,Retail,V1
T01181,18/01/2024,2024-02-11,P1010,Mouse,Electronics,Berlin Warehouse,N. America,S05,Supplier E,550,532,181,266,32.57,18,Air,28290.26,Retail,V2
T01182,2024-12-09,2024-12-30,P1008,Monitor,Electronic,Hamburg WH,NA,S08,Supplier H,652,794,1051,329,1137.3,19,Sea,1597094.87,Wholesale,V1
T01183,2024-12-27,2025-01-30,P1005,Printer,Electronics,Munich WH,Europe,S06,Supplier F,705,808,417,415,873.87,26,Air,853227.7,Wholesale,V3
T01184,2025-06-15,2025-07-01,P1012,Camera,Electronics,Berlin Warehouse,NA,S01,Supplier A,679,664,450,225,591.96,15,Sea,547996.32,Retail,V1
T01185,14/08/2025,2025-08-21,P1012,Camera,Electronics,Berlin Warehouse,Europe,S07,Supplier G,569,685,703,334,1324.26,8,Road,1047281.72,Retail,V2
T01186,2025-10-03,2025-12-10,P1011,Router,Electronics,BERLIN WH,NA,S08,Supplier H,504,555,756,419,568.33,7,Sea,472581.15,Wholesale,V2
T01187,2024-11-12,2024-12-03,P1004,Headphones,Electronics,Munich WH,North America,S01,Supplier A,912,855,753,446,627.25,18,Sea,766634.08,Wholesale,V3
T01188,21/12/2024,2025-01-15,P1005,Printer,Electronics,Berlin Warehouse,Europe,S02,Supplier B,802,872,1059,154,588.35,17,Road,871184.83,Retail,V3
T01189,23/10/2024,2024-11-11,P1010,Mouse,Electronics,Berlin WH,NA,S03,Supplier C,337,398,931,305,392.96,17,Air,272841.07,Wholesale,V1
T01190,2024-08-10,2024-08-29,P1005,Printer,Electronics,Berlin WH,Europe,S02,Supplier B,851,820,1309,177,561.72,17,Sea,766904.76,Retail,V1
T01191,14/09/2024,2024-10-17,P1003,Tablet,Electronics,Munich WH,N. America,S06,Supplier F,490,576,715,295,814.55,27,Air,823693.41,Wholesale,V1
T01192,20/07/2024,2024-07-27,P1007,Chair,Furniture,Hamburg WH,NA,S02,,653,591,601,298,386.76,9,Air,257247.29,Wholesale,V2
T01193,2025-02-12,2025-03-02,P1015,Lamp,Home,BERLIN WH,N. America,S02,Supplier B,469,534,-20,283,569.48,11,Road,441310.07,Wholesale,V3
T01194,26/11/2024,2024-12-23,P1013,Sofa,Furniture,BERLIN WH,N. America,S03,Supplier C,799,831,783,499,737.91,26,Sea,906669.36,Retail,V2
T01195,2024-08-11,2024-12-05,P1002,Phone,Electronics,Munich WH,N. America,S05,Supplier E,952,848,803,440,1045.46,22,Sea,1320170.21,Wholesale,V1
T01196,2024-05-21,16/06/2024,P1009,Keyboard,Electronics,BERLIN WH,Europe,S08,Supplier H,-351,411,1116,310,1005.33,18,Sea,606262.47,Wholesale,V2
T01197,2025-03-06,2025-03-23,P1007,Chair,Furniture,Hamburg WH,North America,S08,Supplier H,386,332,1000,164,889.31,19,Air,342426.63,Wholesale,V1
T01198,17/08/2025,2025-09-13,P1009,Keyboard,Electronics,Munich WH,NA,S06,Supplier F,993,889,622,215,752,21,Air,1154095.46,Wholesale,V1
T01199,16/02/2025,2025-03-21,P1011,Router,Electronics,Hamburg WH,North America,S01,Supplier A,496,428,310,386,1346.46,27,Air,910529.5,Retail,V2
T01200,27/10/2025,2025-03-11,P1002,Phone,Electronics,Munich WH,Europe,S06,Supplier F,392,451,903,454,374.27,5,Road,235061.27,Wholesale,V1
T01201,2024-05-04,2024-05-22,P1012,Camera,Electronics,Munich WH,Europe,S01,Supplier A,342,401,416,254,458.34,18,Air,275801.54,Retail,V3
T01202,2025-10-17,2025-11-10,P1014,Shelf,Furniture,Berlin WH,Europe,S03,Supplier C,288,263,512,304,1342.39,22,Road,575381.77,Retail,V1
T01203,2024-09-03,2024-07-04,P1001,Laptop,Electronics,Munich WH,North America,S03,Supplier C,552,642,495,459,212.87,30,Air,183392.78,Retail,V1
T01204,30/04/2025,2025-05-02,P1001,Laptop,Electronics,BERLIN WH,Europe,S08,Supplier H,352,427,883,350,214.93,3,Sea,156120.61,Retail,V1
T01205,2025-07-13,2025-08-02,P1005,Printer,Electronics,Hamburg WH,N. America,S08,Supplier H,346,339,881,486,800.82,21,Road,423181.28,Retail,V1
T01206,2024-05-25,2024-06-18,P1014,Shelf,Furniture,Berlin Warehouse,Europe,S04,,518,561,605,237,1047.31,18,Sea,652926.72,Wholesale,V2
T01207,2025-11-14,2025-12-09,P1002,Phone,Electronics,Hamburg WH,Europe,S08,Supplier H,735,723,384,338,127.65,23,Road,152565.43,Retail,V2
T01208,2025-03-02,2025-06-03,P1014,Shelf,Furniture,Hamburg WH,North America,S07,Supplier G,651,581,430,225,851.58,2,Road,800840.48,Wholesale,V1
T01209,17/08/2025,2025-09-16,P1005,Printer,Electronics,Munich WH,Europe,S01, Supplier A ,621,553,1040,480,456.16,22,Air,378346.64,Wholesale,V1
T01210,24/04/2025,2025-04-26,P1015,Lamp,Home,BERLIN WH,north america,S08,Supplier H,384,417,1048,291,699.83,2,Road,488105.91,Retail,V2
T01211,2025-12-24,2025-12-28,P1009,Keyboard,Electronics,Berlin Warehouse,NA,S07,Supplier G,967,909,889,412,1356.84,4,Road,1441785.46,Wholesale,V2
T01212,2024-05-23,2024-06-04,P1005,Printer,Electronics,Hamburg WH,Europe,S05,Supplier E,667,591,454,351,1288.4,4,Sea,1058845.56,Retail,V3
T01213,26/12/2025,2026-01-22,P1015,Lamp,Home,Munich WH,north america,S05,Supplier E,788,884,487,216,450.97,24,Sea,654032.39,Wholesale,V1
T01214,2024-02-16,29/02/2024,P1001,Laptop,Electronics,Berlin WH,Europe,S03,Supplier C,608,728,340,268,519.29,5,Road,439585,Wholesale,V2
T01215,2024-08-25,2024-09-24,P1013,Sofa,Furniture,Hamburg WH,Europe,S04,Supplier D,607,518,644,203,530,30,Air,332931.67,Retail,V3
T01216,2024-09-13,2024-10-02,P1002,Phone,Electronics,Munich WH,North America,S01,Supplier A,-623,778,723,187,372.42,16,Air,509052.92,Wholesale,V1
T01217,2025-12-16,2026-01-14,P1008,Monitor,Electronics,Munich WH,N. America,S07,Supplier G,1020,1030,752,218,1491.96,22,Air,2420977.82,Wholesale,V2
T01218,24/03/2025,2025-04-01,P1011,Router,Electronics,Hamburg WH,north america,S05,Supplier E,313,306,525,265,470.38,8,Air,167040.97,Retail,V3
T01219,2024-01-25,2024-01-28,P1011,Router,Electronics,Berlin WH,NA,S02,Supplier B,635,530,998,254,444.53,3,Sea,305413.82,Retail,V2
T01220,2024-07-08,2024-06-08,P1011,Router,Electronics,Munich WH,Europe,S08,Supplier H,424,464,624,247,1193.4,28,Road,960197.47,Wholesale,V2
T01221,2025-09-25,2025-10-15,P1015,Lamp,Home,Hamburg WH,North America,S03,Supplier C,556,658,892,184,1307.64,16,Road,1329595.61,Retail,V1
T01222,13/06/2025,2025-01-07,P1005,Printer,Electronics,Berlin WH,north america,S02,Supplier B,429,469,399,210,1110.46,17,Road,738185.56,Wholesale,V1
T01223,2024-08-17,2024-09-03,P1014,Shelf,Furniture,Berlin WH,N. America,S05,Supplier E,667,667,149,278,487.59,14,Sea,523760.53,Retail,V3
T01224,2025-12-08,2025-08-31,P1004,Headphones,Electronics,Munich WH,North America,S05,Supplier E,763,748,788,354,1242.31,21,Road,1219593.92,Wholesale,V2
T01225,30/10/2025,2025-11-16,P1001,Laptop,Electronics,Berlin Warehouse,NA,S01,Supplier A,300,304,473,323,442.66,15,Air,238607.42,Retail,V1
T01226,2025-07-14,2025-08-11,P1014,Shelf,Furniture,Berlin Warehouse,Europe,S06,Supplier F,428,424,626,489,104.51,30,Air,52172.35,Retail,V2
T01227,2024-03-13,2024-03-30,P1007,Chair,Furniture,BERLIN WH,North America,S02,Supplier B,464,477,325,432,1203.54,17,Air,928664.21,Retail,V2
T01228,2025-03-06,2025-06-22,P1004,Headphones,Electronics,Berlin Warehouse,North America,S06,Supplier F,258,279,496,370,1165.51,17,Air,369547.95,Retail,V1
T01229,2025-07-01,2025-07-22,P1010,Mouse,Electronics,Munich WH,Europe,S07,Supplier G,329,368,683,499,1400.11,23,Air,876760.04,Wholesale,V2
T01230,2025-12-13,2026-01-01,P1003,Tablet,Electronics,Berlin WH,Europe,S07,Supplier G,888,881,,368,1463.36,19,Air,2289705.68,Wholesale,V2
T01231,2024-07-17,2024-07-27,P1006,Desk,Furniture,Berlin WH,north america,S07,Supplier G,503,573,560,179,336.04,9,Air,302933.65,Retail,V2
T01232,2025-07-03,2025-08-02,P1010,Mouse,Electronics,Berlin WH,North America,S01,Supplier A,486,582,662,157,777.06,29,Air,788254.07,Retail,V2
T01233,2024-07-03,2024-07-23,P1005,Printer,Electronics,Berlin Warehouse,NA,S01,Supplier A,571,662,321,310,1452.67,13,Air,1673613.61,Wholesale,V2
T01234,2025-04-11,2025-11-20,P1002,Phone,Electronics,Berlin Warehouse,Europe,S02,Supplier B,839,857,375,189,906.54,10,Road,893607.33,Wholesale,V1
T01235,2025-03-30,2025-05-01,P1012,Camera,Electronics,BERLIN WH,N. America,S05,Supplier E,413,512,737,337,503.97,26,Road,397259.6,Wholesale,V2
T01236,2025-12-15,2026-01-01,P1009,Keyboard,Electronics,Munich WH,Europe,S02,Supplier B,1005,954,637,177,126.42,13,Sea,209406.38,Retail,V1
T01237,2024-05-20,2024-06-20,P1014,Shelf,Furniture,Berlin Warehouse,North America,S04,Supplier D,260,272,777,306,285.88,25,Sea,117000.66,Retail,V1
T01238,2024-08-28,2024-09-28,P1012,Camera,Electronics,Berlin WH,North America,S08,Supplier H,583,700,848,482,937.6,26,Sea,878258.61,Retail,V2
T01239,2024-10-11,2024-07-11,P1010,Mouse,Electronics,Berlin WH,NA,S07,Supplier G,416,475,979,303,302.84,28,Road,235644.07,Wholesale,V2
T01240,2024-01-20,2024-02-03,P1014,Shelf,Furniture,Berlin Warehouse,N. America,S07,Supplier G,533,605,507,346,496.1,16,Sea,427952.59,Retail,V3
T01241,2025-03-17,26/03/2025,P1009,Keyboard,Electronics,Munich WH,NA,S01,Supplier A,370,431,405,488,774.78,11,Air,474984.89,Wholesale,V2
T01242,2025-08-28,2025-09-29,P1004,Headphones,Electronics,Hamburg WH,Europe,S01,Supplier A,786,679,98,324,1213.93,25,Road,908793.94,Retail,V1
T01243,20/07/2025,2025-08-09,P1007,Chair,Furniture,Munich WH,north america,S05,Supplier E,362,407,256,423,315.37,16,Road,144586.05,Wholesale,V1
T01244,2025-01-25,2025-01-29,P1008,Monitor,Electronics,BERLIN WH,North America,S04,Supplier D,,342,898,217,361.85,2,Air,205595.28,Wholesale,V2
T01245,2025-08-07,20/08/2025,P1007,Chair,Furniture,BERLIN WH,NA,S01,Supplier A,669,693,995,465,1467.22,10,Road,1261213.39,Retail,V1
T01246,2024-10-11,2024-12-09,P1010,Mouse,Electrnics,Hamburg WH,Europe,S06,Supplier F,,816,461,285,581.46,29,Air,824433.82,Wholesale,V1
T01247,2025-04-22,2025-05-20,P1001,Laptop,Electronics,Berlin Warehouse,Europe,S06,Supplier F,396,338,1142,395,91.73,22,Air,38668.9,Retail,V2
T01248,2025-09-16,2025-02-10,P1009,Keyboard,Electronics,BERLIN WH,NA,S06,Supplier F,766,939,984,182,616.5,16,Sea,899836.56,Wholesale,V1
T01249,2024-08-20,2024-09-25,P1011,Router,Electronics,Berlin WH,N. America,S03,Supplier C,758,817,1049,225,158.41,29,Air,181057.18,Retail,V1
T01250,2025-01-12,2025-12-11,P1009,Keyboard,Electronics,Munich WH,N. America,S08,Supplier H,732,662,632,446,756.96,12,Air,659970.54,Wholesale,V2
T01251,2024-01-17,2024-02-08,P1011,Router,Electronics,Munich WH,N. America,S06,Supplier F,572,535,762,426,89.51,24,Sea,71660.62,Retail,V1
T01252,2025-03-06,2025-06-08,P1008,Monitor,Electronics,Berlin Warehouse,NA,S02,Supplier B,388,436,796,411,1326.09,4,Road,644136.48,Wholesale,V3
T01253,2025-03-01,2025-03-05,P1002,Phone,Electronics,BERLIN WH,north america,S07,Supplier G,-468,479,,294,30.5,6,Sea,24450.15,Wholesale,V2
T01254,29/10/2025,17/11/2025,P1006,Desk,Furniture,Berlin Warehouse,NA,S08,Supplier H,614,574,167,300,1059.89,21,Air,1076331.85,Wholesale,V1
T01255,2025-08-28,2025-09-08,P1001,Laptop,Electronics,Munich WH,north america,S02,Supplier B,487,413,886,461,970.32,8,Road,524453.37,Wholesale,V1
T01256,2025-01-22,2025-02-16,P1014,Shelf,Furniture,Hamburg WH,North America,S01,Supplier A,660,668,397,486,314.42,25,Air,319497.46,Retail,V3
T01257,2025-05-30,2025-06-23,P1010,Mouse,Electronics,Munich WH,North America,S07,Supplier G,493,484,537,425,665.35,25,Road,522998.46,Wholesale,V3
T01258,2025-06-21,2025-07-02,P1009,Keyboard,Electronics,Munich WH,NA,S08,Supplier H,457,561,854,312,307.31,10,Air,254399.14,Wholesale,V1
T01259,2025-05-01,2025-01-29,P1004,Headphones,Electronics,Berlin Warehouse,Europe,S08,Supplier H,428,441,910,311,716.64,25,Road,382456.87,Wholesale,V2
T01260,22/03/2024,18/04/2024,P1006,Desk,Furniture,Munich WH,N. America,S02,Supplier B,337,405,503,335,1394.19,22,Sea,850254.4,Wholesale,V1
T01261,2025-08-06,2025-08-19,P1014,Shelf,Furniture,Munich WH,N. America,S03,Supplier C,728,776,764,425,939.83,9,Road,822046.62,Wholesale,V2
T01262,2024-12-15,2025-01-03,P1006,Desk,Furniture,Munich WH,N. America,S02,Supplier B,1053,952,595,191,538.95,15,Road,699722.34,Wholesale,V3
T01263,2024-07-21,2024-07-23,P1015,Lamp,Home,Berlin WH,Europe,S03,Supplier C,369,410,534,382,1212.74,2,Sea,644288.01,Wholesale,V3
T01264,13/04/2024,2024-04-15,P1003,Tablet,Electronics,Berlin WH,N. America,S01, Supplier A ,,502,352,370,377.2,2,Road,218699.67,Wholesale,V2
T01265,2024-12-28,2025-08-01,P1003,Tablet,Electronics,Berlin WH,NA,S07,Supplier G,1076,1055,512,435,1228.85,9,Sea,2296915.79,Retail,V3
T01266,2024-02-16,2024-03-10,P1002,Phone,Electronics,Hamburg WH,Europe,S06,Supplier F,553,555,1025,379,79.3,15,Sea,78737.69,Wholesale,V3
T01267,2024-05-17,2024-06-20,P1012,Camera,Electronics,Berlin WH,N. America,S03,Supplier C,397,373,611,451,440.75,28,Air,248250.99,Wholesale,V3
T01268,26/10/2025,2025-11-11,P1008,Monitor,Electronics,Munich WH,north america,S07,Supplier G,384,339,1233,314,412.15,16,Sea,197568.44,Retail,V1
T01269,2024-10-31,26/11/2024,P1008,Monitor,Electronics,Munich WH,north america,S06,Supplier F,828,744,817,174,604.31,20,Road,697894.2,Wholesale,V2
T01270,2024-11-26,2024-11-30,P1007,Chair,Furniture,Berlin Warehouse,Europe,S06,Supplier F,867,1074,515,241,323.68,6,Road,500923.5,Wholesale,V3
T01271,2025-09-22,2025-03-10,P1006,Desk,Furniture,Berlin WH,NA,S02,Supplier B,830,709,962,327,736.02,11,Sea,753176.54,Wholesale,V2
T01272,2024-08-17,2024-09-03,P1015,Lamp,Home,Berlin WH,N. America,S03,,651,725,634,297,1351.43,10,Road,1702454.88,Wholesale,V1
T01273,2024-08-04,2024-04-27,P1004,Headphones,Electronics,Munich WH,north america,S03,,538,503,872,164,1172.2,21,Air,702652.14,Retail,V2
T01274,2024-01-27,2024-02-20,P1006,Desk,Furniture,Hamburg WH,north america,S04,Supplier D,50000,448,723,294,249.17,20,Air,137084.52,Wholesale,V2
T01275,22/04/2024,2024-05-26,P1012,Camera,Electronics,Hamburg WH,NA,S02,Supplier B,400,382,210,377,130.15,30,Air,72218.57,Retail,V2
T01276,2025-11-15,2025-11-12,P1002,Phone,Electronics,Berlin WH,NA,S06,Supplier F,986,935,381,190,843.93,25,Air,1275781.14,Wholesale,V2
T01277,2025-09-04,2025-05-07,P1011,Router,Electronics,Hamburg WH,North America,S02,Supplier B,,640,,311,736.59,30,Road,732428.08,Wholesale,V1
T01278,25/07/2025,14/08/2025,P1011,Router,Electronics,Berlin Warehouse,N. America,S01,Supplier A,264,317,937,474,154.58,22,Road,85569.82,Wholesale,V1
T01279,2025-11-20,2025-01-12,P1004,Headphones,Electronics,Berlin Warehouse,Europe,S05,Supplier E,762,809,795,390,896.87,6,Sea,1222509.38,Retail,V1
T01280,2025-10-12,2025-11-11,P1015,Lamp,Home,Berlin WH,Europe,S02,Supplier B,269,326,871,414,61.72,29,Air,25579.91,Wholesale,V3
T01281,17/09/2025,2025-04-10,P1004,Headphones,Electronics,Munich WH,Europe,S03,,733,674,,169,1379.06,15,Road,1287922.74,Retail,V3
T01282,23/12/2024,2025-01-21,P1008,Monitor,Electronics,BERLIN WH,Europe,S03,Supplier C,1057,909,353,303,1210.47,28,Sea,1261052.55,Wholesale,V3
T01283,31/12/2024,2025-06-01,P1009,Keyboard,Electronics,Berlin WH,NA,S08,Supplier H,1138,979,1141,301,201.27,5,Sea,290407.44,Wholesale,V2
T01284,2024-10-09,2024-09-22,P1011,Router,Electronics,BERLIN WH,North America,S07,Supplier G,667,672,942,209,124.28,7,Sea,108128.42,Wholesale,V3
T01285,2024-05-11,2024-05-06,P1013,Sofa,Furniture,Berlin Warehouse,North America,S08,Supplier H,498,546,661,400,702.09,21,Sea,601812.28,Wholesale,V3
T01286,2024-08-08,2024-08-30,P1015,Lamp,Home,BERLIN WH,NA,S07,Supplier G,759,693,387,181,1302.95,19,Sea,1389072.88,Wholesale,V2
T01287,2025-03-11,2025-03-26,P1007,Chair,Furniture,Berlin Warehouse,NA,S05,Supplier E,473,402,791,177,216.21,10,Road,142740.32,Retail,V2
T01288,2025-04-03,2025-05-03,P1007,Chair,Furniture,Munich WH,N. America,S04,Supplier D,570,524,672,443,1135.64,30,Road,745832.6,Retail,V3
T01289,2025-09-17,2025-10-04,P1006,Desk,Furniture,Berlin WH,Europe,S03,Supplier C,1052,950,448,459,173.86,19,Air,292949.39,Wholesale,V2
T01290,20/07/2025,2025-07-31,P1002,Phone,Electronics,Munich WH,N. America,S01,Supplier A,520,461,835,415,787.12,8,Air,516449.07,Wholesale,V3
T01291,2024-08-22,2024-07-09,P1005,Printer,Electronics,Berlin Warehouse,north america,S03,Supplier C,863,791,264,341,628.18,12,Road,765436.49,Retail,V1
T01292,2024-06-02,17/02/2024,P1014,Shelf,Furniture,Hamburg WH,Europe,S01,Supplier A,515,628,953,419,1292.43,5,Air,1153168.29,Retail,V2
T01293,2024-04-11,2024-12-01,P1001,Laptop,Electronics,Berlin WH,NA,S04,Supplier D,788,794,498,473,1332.51,26,Road,1444021.88,Retail,V2
T01294,2025-11-02,30/11/2025,P1007,Chair,Furniture,Berlin WH,North America,S03,Supplier C,844,853,760,288,1487.7,29,Road,2080293.18,Wholesale,V1
T01295,16/01/2024,2024-02-17,P1012,Camera,Electronics,Hamburg WH,N. America,S03,Supplier C,446,500,330,198,626.15,25,Road,515339.86,Wholesale,V2
T01296,2025-11-03,2025-03-26,P1009,Keyboard,Electronics,Berlin Warehouse,North America,S01,Supplier A,481,412,881,304,897,10,Sea,504804.84,Wholesale,V2
T01297,2024-10-25,2024-11-15,P1007,Chair,Furniture,BERLIN WH,Europe,S02,Supplier B,818,799,711,263,739.88,15,Sea,859229.24,Retail,V2
T01298,18/01/2024,2024-02-19,P1008,Monitor,Electronics,Berlin WH,Europe,S07,Supplier G,563,554,583,340,214,26,Air,193994.36,Retail,V2
T01299,2024-08-25,2024-09-13,P1008,Monitor,Electronics,BERLIN WH,NA,S06,Supplier F,589,585,614,394,186.66,20,Air,191507.16,Retail,V1
T01300,2025-07-28,18/08/2025,P1003,Tablet,Electronics,Berlin WH,N. America,S04,Supplier D,413,430,515,400,587.08,20,Sea,418114.58,Wholesale,V3
T01301,2025-08-03,2025-03-09,P1013,Sofa,Furniture,BERLIN WH,Europe,S04,Supplier D,496,547,657,180,773.49,26,Sea,509080.26,Wholesale,V1
T01302,2024-02-07,18/02/2024,P1006,Desk,Furniture,Munich WH,Europe,S07,Supplier G,696,641,1200,152,1407.8,10,Road,1568892.61,Wholesale,V2
T01303,2025-10-29,2025-11-27,P1004,Headphones,Electronics,Munich WH,north america,S06,Supplier F,523,452,513,386,1458.64,24,Road,1121826.04,Retail,V1
T01304,2025-11-03,2025-03-15,P1012,Camera,Electronics,Berlin Warehouse,north america,S02,Supplier B,468,480,693,342,88.18,6,Road,62673.32,Retail,V1
T01305,2024-07-21,2024-08-24,P1008,Monitor,Electronics,Hamburg WH,N. America,S02,Supplier B,478,458,178,169,1305.83,30,Road,934981.65,Wholesale,V1
T01306,14/07/2025,2025-07-24,P1007,Chair,Furniture,Hamburg WH,NA,S07,Supplier G,758,653,633,154,197.24,11,Road,189635.72,Wholesale,V3
T01307,2024-11-26,18/12/2024,P1010,Mouse,Electronics,Berlin Warehouse,NA,S06,Supplier F,866,1002,799,438,1222.37,22,Road,2078972.39,Retail,V3
T01308,2025-01-15,2025-02-01,P1009,Keyboard,Electronics,BERLIN WH,N. America,S05,,549,473,796,391,494.58,16,Air,347778.33,Wholesale,V1
T01309,2024-11-21,2024-07-12,P1007,Chair,Furniture,Berlin WH,NA,S03,Supplier C,764,847,1130,226,301.81,17,Road,401079.96,Retail,V1
T01310,2025-11-12,2025-12-14,P1002,Phone,Electronics,Munich WH,Europe,S08,Supplier H,811,861,98,319,494.65,5,Road,755851.01,Retail,V1
T01311,24/12/2024,2025-01-13,P1011,Router,Electronics,Berlin Warehouse,NA,S04,Supplier D,857,882,710,326,1315.01,22,Sea,1520571.11,Wholesale,V3
T01312,2024-11-09,2024-12-04,P1006,Desk,Furniture,Berlin Warehouse,North America,S07,Supplier G,964,925,616,280,864.06,19,Road,909156,Retail,V1
T01313,2024-08-09,2024-08-28,P1005,Printer,Electronics,Berlin Warehouse,north america,S03,Supplier C,653,740,451,284,766.02,20,Road,839748.44,Wholesale,V2
T01314,2025-08-12,2025-09-09,P1013,Sofa,Furniture,Berlin Warehouse,N. America,S05,Supplier E,810,713,686,465,1089.11,23,Air,896584.47,Retail,V1
